indicator,source,date_added,context
193.228.131.161,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
166.1.241.247,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
138.249.139.6,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
166.1.255.233,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
142.252.86.104,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
130.49.117.205,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
170.168.215.64,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
50.118.198.26,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
172.120.234.223,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
45.39.175.12,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
142.252.171.135,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
166.88.219.45,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
172.120.57.92,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
172.121.59.99,https://github.com/eSentire/iocs/tree/main/Tycoon2FA,2026-05-19,Tycoon2FA PhaaS pre-takedown operator infrastructure — March 2026 eSentire IOC file
194.11.246[.]101,https://www.cisa.gov/news-events/alerts/2026/05/21/cisa-adds-two-known-exploited-vulnerabilities-catalog,2026-05-23,MuddyWater (MOIS) C&C server IP; embedded in modified exploit script targeting Langflow CVE-2025-34291; previously attributed to MuddyWater by ESET; active in campaign starting January 2026
23.27.201.160,https://www.pwc.com/gx/en/issues/cybersecurity/cyber-threat-intelligence/red-lamassu-open-season.html,2026-05-24,Red Lamassu (Calypso APT) — open directory hosting Showboat kworker ELF samples and JFMBackdoor Windows implant; active July–October 2025
166.88.11[.]196,https://www.pwc.com/gx/en/issues/cybersecurity/cyber-threat-intelligence/red-lamassu-open-season.html,2026-05-24,Red Lamassu (Calypso APT) — C2 server serving CloudFlare certificate associated with newsprojects[.]online (Showboat kworker C2)
139.180.223[.]193,https://www.pwc.com/gx/en/issues/cybersecurity/cyber-threat-intelligence/red-lamassu-open-season.html,2026-05-24,Red Lamassu (Calypso APT) — C2 server serving CloudFlare certificate associated with newsprojects[.]online (Showboat kworker C2)
67.206.213.86,https://unit42.paloaltonetworks.com/captive-portal-zero-day/,2026-05-27,CL-STA-1132 (state-sponsored) — C2 staging server used in active exploitation of PAN-OS CVE-2026-0300 captive portal RCE zero-day
136.0.8.48,https://unit42.paloaltonetworks.com/captive-portal-zero-day/,2026-05-27,CL-STA-1132 (state-sponsored) — C2 staging server used in active exploitation of PAN-OS CVE-2026-0300 captive portal RCE zero-day
146.70.100.69,https://unit42.paloaltonetworks.com/captive-portal-zero-day/,2026-05-27,CL-STA-1132 (state-sponsored) — EarthWorm download server for PAN-OS CVE-2026-0300 post-exploitation; EarthWorm served at hxxp://146.70.100.69:8000/php_sess
149.104.66.84,https://unit42.paloaltonetworks.com/captive-portal-zero-day/,2026-05-27,CL-STA-1132 (state-sponsored) — C2 staging server used in active exploitation of PAN-OS CVE-2026-0300 captive portal RCE zero-day
157.20.182[.]49,https://www.security.com/threat-intelligence/iran-seedworm-electronics,2026-05-27,Seedworm/MuddyWater Q1 2026 campaign — attacker-controlled C2 IP hardcoded in malicious fmapp.dll and sentinelagentcore.dll sideloaded via signed Fortemedia and SentinelOne binaries; ChromElevator credential theft callback
164.92.88[.]210,https://www.crowdstrike.com/en-us/blog/inside-crowdstrike-takedown-of-a-developer-targeting-botnet/,2026-05-28,Glassworm botnet CrowdStrike-operated sinkhole IP (post-takedown May 26 2026); all Glassworm-infected hosts now beacon here — any endpoint connection to this IP indicates active GlasswormRAT infection requiring immediate remediation
83.138.53[.]110,https://www.bleepingcomputer.com/news/security/hackers-exploit-forticlient-ems-flaw-to-push-infostealer-malware/,2026-05-29,EKZ Infostealer C2 and credential exfiltration endpoint — CVE-2026-35616 FortiClient EMS exploitation campaign (May 2026); observed receiving outbound HTTP from EMS-managed endpoints post-compromise
91.92.240[.]127,https://www.silentpush.com/blog/drivesurge/,2026-06-03,DriveSurge — ClickFix payload delivery server on bulletproof hosting; observed serving malicious PowerShell clipboard-injection payload in confirmed DriveSurge ClickFix lure campaigns (June 2026); pre-listed in bulletproof hosting IOFA feeds
193.42.11[.]108,https://www.microsoft.com/en-us/security/blog/2026/05/26/poisoned-search-results-gpu-mining-cryptojacking-campaign-abusing-screenconnect-microsoft-net-utilities/,2026-06-06,GPU cryptojacking campaign (ScreenConnect + SEO poisoning) — campaign infrastructure and payload staging server; active since March 2026
93.115.10.35,https://www.microsoft.com/en-us/security/blog/2026/05/26/poisoned-search-results-gpu-mining-cryptojacking-campaign-abusing-screenconnect-microsoft-net-utilities/,2026-06-06,GPU cryptojacking campaign (ScreenConnect + SEO poisoning) — campaign infrastructure and payload staging server
198.23.185.238,https://www.microsoft.com/en-us/security/blog/2026/05/26/poisoned-search-results-gpu-mining-cryptojacking-campaign-abusing-screenconnect-microsoft-net-utilities/,2026-06-06,GPU cryptojacking campaign (ScreenConnect + SEO poisoning) — campaign infrastructure and payload staging server
2.59.132[.]106,https://www.microsoft.com/en-us/security/blog/2026/05/26/poisoned-search-results-gpu-mining-cryptojacking-campaign-abusing-screenconnect-microsoft-net-utilities/,2026-06-06,GPU cryptojacking campaign (ScreenConnect + SEO poisoning) — campaign infrastructure and payload staging server
192.236.147.131,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm vishing and data-theft extortion campaign
192.236.147.138,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm campaign
193.141.60.212,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm campaign
192.236.154.158,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm campaign
192.236.146.173,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm campaign
174.169.162.62,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm campaign
64.94.84.97,https://cloud.google.com/blog/topics/threat-intelligence/targeted-campaign-us-law-firms,2026-06-07,UNC3753 (Luna Moth / Silent Ransom Group) — operator-controlled C2 infrastructure; January–May 2026 "Seeking Counsel" law firm campaign
206.238.115.58,https://www.proofpoint.com/us/blog/threat-insight/ta4922-suspected-chinese-crime-group-going-global,2026-06-08,TA4922 (Chinese-speaking cybercrime actor) — Atlas RAT C2 server; TCP port 886; confirmed active March 2026 HR-themed DLL sideloading campaign targeting Germany/Italy/UK/South Africa
154.211.86.110,https://www.proofpoint.com/us/blog/threat-insight/ta4922-suspected-chinese-crime-group-going-global,2026-06-08,TA4922 — C2 infrastructure associated with Atlas RAT and RomulusLoader campaigns; East Asia and Europe targeting
43.156.77.97,https://www.proofpoint.com/us/blog/threat-insight/ta4922-suspected-chinese-crime-group-going-global,2026-06-08,TA4922 — C2 infrastructure associated with later-stage payload delivery; March–April 2026 campaigns
103.214.172.33,https://www.proofpoint.com/us/blog/threat-insight/ta4922-suspected-chinese-crime-group-going-global,2026-06-08,TA4922 — C2 infrastructure associated with SilentRunLoader Chrome credential exfiltration; UK and Europe targeting
165.22.170.129,https://research.checkpoint.com/2026/impersonation-click-hijacking-and-tds-inside-a-malware-distribution-ecosystem/,2026-06-09,TDS / payload delivery server (DigitalOcean) — Check Point TDS ecosystem serving Remus Stealer and AnimateClipper to victims routed through SEO-poisoned fake Ghidra/dnSpy/SpiderFoot download sites
202.56.2.126,https://www.bleepingcomputer.com/news/security/critical-everest-forms-pro-flaw-exploited-to-take-over-wordpress-sites/,2026-06-09,Primary attacker IP for CVE-2026-3300 Everest Forms Pro mass exploitation campaign — responsible for over 26,300 of 29,300+ total blocked exploitation attempts per Wordfence; creates admin account "diksimarina" post-compromise
209.146.60.26,https://www.bleepingcomputer.com/news/security/critical-everest-forms-pro-flaw-exploited-to-take-over-wordpress-sites/,2026-06-09,Secondary attacker IP for CVE-2026-3300 Everest Forms Pro mass exploitation campaign; exploitation attempts alongside primary IP 202.56.2.126; creates admin account "diksimarina" post-compromise
142.11.200.186,https://cloud.google.com/blog/topics/threat-intelligence/shinyhunters-targets-education-sector-oracle-exploit,2026-06-12,UNC6240 (ShinyHunters) — staging server in CVE-2026-35273 Oracle PeopleSoft EMHub RCE campaign; MeshCentral deployment and payload distribution; May–June 2026
142.11.200.187,https://cloud.google.com/blog/topics/threat-intelligence/shinyhunters-targets-education-sector-oracle-exploit,2026-06-12,UNC6240 (ShinyHunters) — staging server in CVE-2026-35273 Oracle PeopleSoft EMHub RCE campaign; May–June 2026
142.11.200.188,https://cloud.google.com/blog/topics/threat-intelligence/shinyhunters-targets-education-sector-oracle-exploit,2026-06-12,UNC6240 (ShinyHunters) — staging server in CVE-2026-35273 Oracle PeopleSoft EMHub RCE campaign; May–June 2026
142.11.200.189,https://cloud.google.com/blog/topics/threat-intelligence/shinyhunters-targets-education-sector-oracle-exploit,2026-06-12,UNC6240 (ShinyHunters) — staging server in CVE-2026-35273 Oracle PeopleSoft EMHub RCE campaign; May–June 2026
142.11.200.190,https://cloud.google.com/blog/topics/threat-intelligence/shinyhunters-targets-education-sector-oracle-exploit,2026-06-12,UNC6240 (ShinyHunters) — staging server in CVE-2026-35273 Oracle PeopleSoft EMHub RCE campaign; May–June 2026
176.120.22.24,https://cloud.google.com/blog/topics/threat-intelligence/shinyhunters-targets-education-sector-oracle-exploit,2026-06-12,UNC6240 (ShinyHunters) — public mirror of the ShinyHunters Data Leak Site (DLS); SSH exfiltration destination for zstd-compressed archives stolen from PeopleSoft victims; data published June 9 2026
23.254.164[.]92,https://www.aikido.dev/blog/over-140-popular-mastra-npm-packages-hit-by-supply-chain-attack,2026-06-18,easy-day-js Mastra npm supply chain attack (June 17 2026) — first-stage dropper C2; postinstall hook contacts port 8000 path /update/49890878 to retrieve cryptocurrency-stealing RAT second-stage payload; Hostwinds ASN (hwsrv-1327786); likely Sapphire Sleet (DPRK/BlueNoroff)
23.254.164[.]123,https://www.aikido.dev/blog/over-140-popular-mastra-npm-packages-hit-by-supply-chain-attack,2026-06-18,easy-day-js Mastra npm supply chain attack (June 17 2026) — second-stage RAT C2 on port 443; cryptocurrency-stealing RAT beacons every 10 minutes; same Hostwinds /24 block (hwsrv-1327785.hostwindsdns.com) as dropper C2; likely Sapphire Sleet (DPRK/BlueNoroff)
39.107.60[.]51,https://www.bleepingcomputer.com/news/security/malicious-jetbrains-marketplace-plugins-steal-ai-api-keys-from-developers/,2026-06-18,JetBrains Marketplace malicious AI plugin campaign (Oct 2025 – June 2026) — API key exfiltration server; 15 malicious plugins (DeepSeek AI Assist, CodeGPT AI Assistant, 13 others) send plaintext AI provider API keys via HTTP to this IP on "Apply" button click; ~70,000 installs; discovered June 16 2026 by Aikido Security
207.148.78[.]36,https://www.welivesecurity.com/en/eset-research/fishmongers-arsenal-upgraded-sprysocks-windows/,2026-06-19,FishMonger (Earth Lusca / Aquatic Panda) — SprySOCKS WIN_PLUS C2; hardcoded in backdoor binary; Vultr AS20473 (207.148.64.0/20 block); TCP:443, UDP:53, WebSocket:80; government targeting campaign 2023–2024; ESET disclosure June 16 2026
207.148.75[.]122,https://www.welivesecurity.com/en/eset-research/fishmongers-arsenal-upgraded-sprysocks-windows/,2026-06-19,FishMonger (Earth Lusca / Aquatic Panda) — SprySOCKS delivery/staging server; observed in June 2023 FishMonger campaign; Vultr AS20473 same /20 block as WIN_PLUS C2; ESET disclosure June 16 2026
127.0.0.1:9050,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-20,Windows USB LNK Crypto Clipper Worm — bundled Tor SOCKS5 proxy listens on localhost:9050 and 9150; non-browser processes connecting to localhost:9050/9150 indicate Tor client deployed by malware; active since February 2026; Microsoft disclosure June 17 2026
45.32.150.251,https://socket.dev/blog/glasswasm-malware-open-vsx-extensions,2026-06-20,GlassWASM (GlassWorm resurgence) — second-stage C2 server contacted after WASM stager decodes URL from Solana blockchain dead-drop; new infrastructure post-May 2026 takedown
45.32.151.157,https://socket.dev/blog/glasswasm-malware-open-vsx-extensions,2026-06-20,GlassWASM (GlassWorm resurgence) — second-stage C2 server; ExarGD/vsblack and noellee-doc/flint-debug trojanized Open VSX extensions; June 2026 campaign
70.34.242.255,https://socket.dev/blog/glasswasm-malware-open-vsx-extensions,2026-06-20,GlassWASM (GlassWorm resurgence) — second-stage C2 server; TinyGo WebAssembly stager; Solana dead-drop C2 architecture; June 2026 Open VSX supply chain attack
107.150.106.14,https://blog.xlab.qianxin.com/arystinger-botnet-hijacks-legacy-routers-for-global-attacks-en/,2026-06-22,AryStinger botnet initial propagation IP; detected March 12 2026 spreading 0-VT ELF payload via CVE-2013-3307 (D-Link DIR-850L) and CVE-2016-5681 (D-Link DIR-818LW); botnet converts infected routers into SOCKS5 proxies and scanning/tunneling infrastructure
202.61.160[.]201,https://securelist.com/whatsapp-vbs-rmm-campaign/120290/,2026-06-23,WhatsApp VBScript campaign — stage-2 VBScript download server; infrastructure overlap with ValleyRAT and Gh0st RAT prior campaigns; Asia-Pacific address space; Chinese-speaking operator (low confidence); June 2026 mass campaign primarily targeting Malaysia
138.226.246[.]94,https://securitylabs.datadoghq.com/articles/detecting-the-klue-supply-chain-attack-in-salesforce/,2026-06-23,Icarus extortion group (possibly ShinyHunters/UNC6240) — attacker IP observed in Salesforce RestApi audit logs during bulk CRM exfiltration via compromised Klue OAuth integration; Netherlands/France/Ukraine-region ISP; June 11-12 2026 Klue supply chain breach
212.86.125[.]24,https://securitylabs.datadoghq.com/articles/detecting-the-klue-supply-chain-attack-in-salesforce/,2026-06-23,Icarus extortion group (possibly ShinyHunters/UNC6240) — attacker IP observed during Klue OAuth exfiltration; Salesforce REST API bulk query via Python-urllib/3.12 and /3.14; June 2026 supply chain breach affecting hundreds of organizations
213.111.148[.]90,https://securitylabs.datadoghq.com/articles/detecting-the-klue-supply-chain-attack-in-salesforce/,2026-06-23,Icarus extortion group (possibly ShinyHunters/UNC6240) — attacker IP; Netherlands/France/Ukraine region; Klue OAuth → Salesforce CRM bulk exfiltration; victims include Huntress Recorded Future Tanium Jamf
94.154.32[.]160,https://securitylabs.datadoghq.com/articles/detecting-the-klue-supply-chain-attack-in-salesforce/,2026-06-23,Icarus extortion group (possibly ShinyHunters/UNC6240) — attacker IP; Netherlands/France/Ukraine region; Klue OAuth → Salesforce CRM bulk exfiltration; June 2026 supply chain breach
91.92.242.30,https://unit42.paloaltonetworks.com/openclaw-ai-supply-chain-risk/,2026-06-24,ClawHavoc campaign — Atomic macOS Stealer (AMOS) C2 server; exfiltration endpoint for credentials stolen via malicious OpenClaw ClawHub skill marketplace supply chain attack; February–May 2026 campaign
91.92.242.30,ClawHavoc/AMOS MaaS,AMOS/ClawHavoc backdoor,Shared C2 IP — macOS ClickFix AMOS + OpenClaw ClawHavoc supply chain (Unit 42 2026-06-23)
126.51.108.152,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device used in active exploitation of CVE-2026-20245 against service provider; rogue peering established via CVE-2026-20127/20182 auth bypass; chained to priv esc to root via tenant-upload CLI injection
76.92.245.217,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
207.190.37.94,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
23.245.7.178,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
153.186.231.233,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
167.179.79.189,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
45.32.38.160,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
209.137.225.101,https://cloud.google.com/blog/topics/threat-intelligence/zero-day-exploitation-cisco-catalyst-sd-wan-manager,2026-06-25,Mandiant June 24 2026 — rogue SD-WAN peering device; Cisco Catalyst SD-WAN CVE-2026-20245 active exploitation chain
178.16.54[.]27,https://www.microsoft.com/en-us/security/blog/2026/06/25/photo-zip-campaign-targeting-hospitality-industry-delivers-node-js-implant-persistent-access/,2026-06-26,TonRAT primary C2 server; ports 56001/56002; Node.js JavaScript implant targeting hospitality sector in Europe and Asia; Microsoft TI June 25 2026
95.217.97[.]121,https://www.microsoft.com/en-us/security/blog/2026/06/25/photo-zip-campaign-targeting-hospitality-industry-delivers-node-js-implant-persistent-access/,2026-06-26,TonRAT Wave 1 C2 server; Node.js implant hospitality campaign
193.202.84[.]32,https://www.microsoft.com/en-us/security/blog/2026/06/25/photo-zip-campaign-targeting-hospitality-industry-delivers-node-js-implant-persistent-access/,2026-06-26,TonRAT Wave 1 C2 server; Node.js implant hospitality campaign
178.16.55[.]179,https://www.microsoft.com/en-us/security/blog/2026/06/25/photo-zip-campaign-targeting-hospitality-industry-delivers-node-js-implant-persistent-access/,2026-06-26,TonRAT Wave 1 C2 server; Node.js implant hospitality campaign
45.32.113[.]172,https://unit42.paloaltonetworks.com/cl-sta-1062-tinyrct-backdoor/,2026-06-28,CL-STA-1062 — TinyRCT C# RAT C2 server; plain HTTP C2 with AES-128-CBC encrypted payloads (hardcoded key ThisIsASecretKey87654321); 10-second beacon interval; Southeast Asian energy and government espionage; active October-December 2025; Unit 42 June 25 2026
139.180.134[.]221,https://unit42.paloaltonetworks.com/cl-sta-1062-tinyrct-backdoor/,2026-06-28,CL-STA-1062 — TinyRCT payload hosting and staging server; PerfWatson2.exe (TinyRCT backdoor masquerading as Microsoft Visual Studio telemetry) served from this IP; Unit 42 June 25 2026
45.84.137.125,https://thehackernews.com/2026/06/oracle-ebs-cve-2026-46817-active-exploitation.html,2026-06-28,CVE-2026-46817 Oracle E-Business Suite arbitrary file read active exploitation source IP; User-Agent ibytransmit-lab-poc/1.0; targets /OA_HTML/ibytransmit endpoint; CISA KEV June 27 2026
166.88.134.62,https://thehackernews.com/2026/06/hijacked-npm-and-go-packages-use-vs.html,2026-06-29,Contagious Interview (DPRK) Socket.io C2 server; html-to-gutenberg/fetch-page-assets npm supply chain campaign; InvisibleFerret Python stealer; June 2026
198.105.127.210,https://thehackernews.com/2026/06/hijacked-npm-and-go-packages-use-vs.html,2026-06-29,Contagious Interview (DPRK) Socket.io C2 server; html-to-gutenberg/fetch-page-assets npm supply chain campaign; InvisibleFerret Python stealer; June 2026
23.27.202.27,https://thehackernews.com/2026/06/hijacked-npm-and-go-packages-use-vs.html,2026-06-29,Contagious Interview (DPRK) Socket.io C2 server; html-to-gutenberg/fetch-page-assets npm supply chain campaign; InvisibleFerret Python stealer; June 2026
2a0a:d683::/32,https://www.huntress.com/blog/lshiy-password-spray-attack,2026-07-01,LSHIY LLC (AS32167) — IPv6 CIDR block used in 81M+ Azure CLI ROPC password spray campaign (June 12–26 2026); 78 accounts compromised across 64 organizations; IPv6 range originates from China despite US registration
172.67.214.35,https://github.com/Cisco-Talos/IOCs/blob/main/2026/07/artoken-inside-an-eviltokens-affiliate-panel-targeting-microsoft-365.txt,2026-07-02,ARToken EvilTokens PhaaS infrastructure — Cloudflare-fronted IP resolving pamconj[.]com and associated lure subdomains; M365 device code phishing panel; Talos July 1 2026
103.207.14[.]220,https://www.bleepingcomputer.com/news/security/adobe-patches-seven-max-severity-coldfusion-campaign-flaws/,2026-07-04,Adobe ColdFusion CVE-2026-48282 (CVSS 10.0) path traversal active exploitation source IP; geolocated India; single confirmed exploitation attempt reading C:\Windows\win.ini within hours of CVE disclosure; APSB26-68; July 1 2026
91.132.163.78,https://blog.sekoia.io/dont-eat-the-chocopocs-how-vulnerability-researchers-were-repeatedly-targeted-by-trojanised-exploits/,2026-07-04,ChocoPoC campaign C2 and large-file exfiltration server; Sekoia TDR July 1 2026; receives credential output and encrypted upload archives from compromised security researcher workstations; missing from prior ChocoPoC threat-intel file (2026-07-02)
146.70.139[.]154,https://labs.watchtowr.com/citrix-season-cve-2026-8451-netscaler-pre-auth-memory-overread/,2026-07-05,CVE-2026-8451 active exploitation source; pre-auth NetScaler SAML memory overread; M247 Europe SRL AS9009 Frankfurt Germany; exploitation confirmed July 1 2026 within hours of PoC publication
96.126.130[.]126,https://blackpointcyber.com/resources/blog/avalon-crownx-modular-ransomware-framework/,2026-07-05,Djinn Stealer exfiltration server; port 58942; receives TAR+GZIP+AES-256-GCM encrypted credential archives from Djinn Stealer deployed via SimpleHelp CVE-2026-48558; Blackpoint Cyber APG June 30 2026
45.131.66[.]106,https://www.sysdig.com/blog/jadepuffer-agentic-ransomware-for-automated-database-extortion,2026-07-06,JadePuffer agentic ransomware C2 beacon server; HTTP POST to port 4444 /beacon every 30 minutes; installed via crontab on Langflow host post-exploitation of CVE-2025-3248; Sysdig July 4 2026
159.26.98[.]241,https://thehackernews.com/2026/07/threat-actors-probe-gitea-docker-flaw.html,2026-07-07,CVE-2026-20896 Gitea Docker authentication bypass active exploitation scanner; ProtonVPN exit node probing internet-facing Gitea instances; Sysdig detection July 2026
64.20.53[.]230,https://www.bleepingcomputer.com/news/security/jadepuffer-ransomware-used-ai-agent-to-automate-entire-attack/,2026-07-07,JadePuffer agentic ransomware staging server; BleepingComputer coverage of Sysdig July 4 2026 report; used alongside 45.131.66[.]106 C2 beacon
194.233.92.26,https://blog.talosintelligence.com/uat-7810/,2026-07-07,UAT-7810 China-nexus APT ORB relay node; HTTP C2 on ports 8088 and 2222; DOGLEASH/JARLEASH malware infrastructure; Talos July 6 2026
217.15.160.247,https://blog.talosintelligence.com/uat-7810/,2026-07-07,UAT-7810 China-nexus APT ORB relay node; HTTP C2 on ports 8088/2222/99; DOGLEASH/JARLEASH malware infrastructure; Talos July 6 2026
217.15.164.147,https://blog.talosintelligence.com/uat-7810/,2026-07-07,UAT-7810 China-nexus APT ORB relay node; HTTP C2 on ports 8088/2222/99; DOGLEASH/JARLEASH malware infrastructure; Talos July 6 2026
